Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	ssc05160:Hepatitis C	22	2.0560747663551404	2.7175441806925737E-5	ENSSSCG00000025181, ENSSSCG00000000396, ENSSSCG00000030408, ENSSSCG00000014277, ENSSSCG00000030900, ENSSSCG00000001556, ENSSSCG00000024788, ENSSSCG00000017403, ENSSSCG00000021504, ENSSSCG00000001404, ENSSSCG00000022111, ENSSSCG00000009881, ENSSSCG00000013291, ENSSSCG00000009882, ENSSSCG00000005838, ENSSSCG00000002002, ENSSSCG00000001009, ENSSSCG00000010453, ENSSSCG00000005163, ENSSSCG00000001952, ENSSSCG00000003395, ENSSSCG00000008953	434	127	7030	2.805979897674081	0.006959850715800853	3.6752104990067647E-4	0.03545103925783888
GOTERM_BP_DIRECT	GO:0071347~cellular response to interleukin-1	11	1.0280373831775702	3.1643380992321196E-5	ENSSSCG00000017721, ENSSSCG00000028216, ENSSSCG00000017723, ENSSSCG00000017705, ENSSSCG00000017698, ENSSSCG00000016254, ENSSSCG00000017702, ENSSSCG00000011404, ENSSSCG00000010461, ENSSSCG00000017700, ENSSSCG00000005992	758	33	11564	5.085312225153914	0.07976708923713771	0.00919397204303496	0.056121891944782565
KEGG_PATHWAY	ssc05320:Autoimmune thyroid disease	13	1.2149532710280373	3.633239128222303E-5	ENSSSCG00000024161, ENSSSCG00000001453, ENSSSCG00000001470, ENSSSCG00000001469, ENSSSCG00000001457, ENSSSCG00000001456, ENSSSCG00000007440, ENSSSCG00000011899, ENSSSCG00000010448, ENSSSCG00000001398, ENSSSCG00000011877, ENSSSCG00000021504, ENSSSCG00000001231	434	50	7030	4.211520737327189	0.009294134232168738	4.66770738083766E-4	0.04739389329221355
SMART	SM00199:SCY	12	1.1214953271028036	4.13897267901887E-5	ENSSSCG00000017721, ENSSSCG00000008977, ENSSSCG00000017723, ENSSSCG00000017705, ENSSSCG00000008978, ENSSSCG00000017698, ENSSSCG00000016254, ENSSSCG00000008959, ENSSSCG00000017702, ENSSSCG00000017700, ENSSSCG00000023489, ENSSSCG00000008953	543	37	7439	4.443183515006719	0.013157657823594238	0.00660061295750447	0.05583881020053694
UP_KEYWORDS	Inflammatory response	11	1.0280373831775702	4.848200819844877E-5	ENSSSCG00000017721, ENSSSCG00000005512, ENSSSCG00000017723, ENSSSCG00000017705, ENSSSCG00000011251, ENSSSCG00000017698, ENSSSCG00000009002, ENSSSCG00000027877, ENSSSCG00000015476, ENSSSCG00000008953, ENSSSCG00000000647	1002	36	16059	4.897122421823021	0.013100852784677097	0.0026340100736101935	0.06379907219965508
INTERPRO	IPR013783:Immunoglobulin-like fold	57	5.327102803738318	5.1265119592303384E-5	ENSSSCG00000006736, ENSSSCG00000015124, ENSSSCG00000010276, ENSSSCG00000016832, ENSSSCG00000006731, ENSSSCG00000000704, ENSSSCG00000027331, ENSSSCG00000024161, ENSSSCG00000003079, ENSSSCG00000004682, ENSSSCG00000016459, ENSSSCG00000006862, ENSSSCG00000010704, ENSSSCG00000015085, ENSSSCG00000013894, ENSSSCG00000001507, ENSSSCG00000005699, ENSSSCG00000012001, ENSSSCG00000004687, ENSSSCG00000001398, ENSSSCG00000009709, ENSSSCG00000001453, ENSSSCG00000013655, ENSSSCG00000029395, ENSSSCG00000026978, ENSSSCG00000001457, ENSSSCG00000001456, ENSSSCG00000011877, ENSSSCG00000013286, ENSSSCG00000012110, ENSSSCG00000004336, ENSSSCG00000001469, ENSSSCG00000013564, ENSSSCG00000022246, ENSSSCG00000009473, ENSSSCG00000006348, ENSSSCG00000027354, ENSSSCG00000029200, ENSSSCG00000017062, ENSSSCG00000028875, ENSSSCG00000006350, ENSSSCG00000001470, ENSSSCG00000008388, ENSSSCG00000001229, ENSSSCG00000002755, ENSSSCG00000003811, ENSSSCG00000015398, ENSSSCG00000011950, ENSSSCG00000003471, ENSSSCG00000022961, ENSSSCG00000021576, ENSSSCG00000021206, ENSSSCG00000007816, ENSSSCG00000011400, ENSSSCG00000005211, ENSSSCG00000011899, ENSSSCG00000001231	952	516	15036	1.744699042407661	0.07301978383803576	0.018777233207733834	0.08499963141199718
UP_KEYWORDS	Cytokine	22	2.0560747663551404	5.204387982042594E-5	ENSSSCG00000017721, ENSSSCG00000017723, ENSSSCG00000017705, ENSSSCG00000009051, ENSSSCG00000004808, ENSSSCG00000017702, ENSSSCG00000017700, ENSSSCG00000015435, ENSSSCG00000021504, ENSSSCG00000008977, ENSSSCG00000001404, ENSSSCG00000011730, ENSSSCG00000006161, ENSSSCG00000008978, ENSSSCG00000017698, ENSSSCG00000020784, ENSSSCG00000020906, ENSSSCG00000008959, ENSSSCG00000016254, ENSSSCG00000023489, ENSSSCG00000005163, ENSSSCG00000008953	1002	130	16059	2.712252418240442	0.01405657437587704	0.002356602789533646	0.06848477301553135
KEGG_PATHWAY	ssc04380:Osteoclast differentiation	22	2.0560747663551404	5.5147821455309454E-5	ENSSSCG00000027396, ENSSSCG00000008820, ENSSSCG00000000396, ENSSSCG00000012967, ENSSSCG00000004110, ENSSSCG00000008162, ENSSSCG00000016138, ENSSSCG00000010504, ENSSSCG00000001556, ENSSSCG00000013237, ENSSSCG00000017254, ENSSSCG00000006350, ENSSSCG00000001404, ENSSSCG00000026832, ENSSSCG00000027855, ENSSSCG00000013291, ENSSSCG00000005838, ENSSSCG00000002002, ENSSSCG00000004421, ENSSSCG00000005163, ENSSSCG00000001952, ENSSSCG00000003395	434	133	7030	2.6793943383805137	0.014073411428883853	6.74695192348751E-4	0.07192958346593503
KEGG_PATHWAY	ssc05144:Malaria	13	1.2149532710280373	5.5182435451826244E-5	ENSSSCG00000015403, ENSSSCG00000002385, ENSSSCG00000004789, ENSSSCG00000017723, ENSSSCG00000007440, ENSSSCG00000009002, ENSSSCG00000013655, ENSSSCG00000001404, ENSSSCG00000011730, ENSSSCG00000011251, ENSSSCG00000006286, ENSSSCG00000006862, ENSSSCG00000008953	434	52	7030	4.049539170506912	0.014082182476601535	6.4444122308982E-4	0.07197471567129687
GOTERM_BP_DIRECT	GO:0030154~cell differentiation	21	1.9626168224299065	5.782293065718319E-5	ENSSSCG00000008820, ENSSSCG00000000606, ENSSSCG00000025182, ENSSSCG00000015393, ENSSSCG00000024674, ENSSSCG00000013300, ENSSSCG00000001561, ENSSSCG00000013237, ENSSSCG00000001539, ENSSSCG00000016342, ENSSSCG00000026803, ENSSSCG00000002555, ENSSSCG00000024970, ENSSSCG00000017263, ENSSSCG00000024152, ENSSSCG00000004167, ENSSSCG00000009833, ENSSSCG00000004421, ENSSSCG00000015235, ENSSSCG00000004192, ENSSSCG00000024591	758	116	11564	2.761850605040488	0.1409303096673742	0.015075729067964838	0.10253080450319807
GOTERM_BP_DIRECT	GO:0051607~defense response to virus	21	1.9626168224299065	6.55519834624719E-5	ENSSSCG00000014670, ENSSSCG00000000396, ENSSSCG00000014277, ENSSSCG00000007440, ENSSSCG00000021504, ENSSSCG00000008977, ENSSSCG00000024867, ENSSSCG00000006543, ENSSSCG00000012077, ENSSSCG00000007327, ENSSSCG00000010451, ENSSSCG00000009881, ENSSSCG00000024388, ENSSSCG00000008648, ENSSSCG00000009882, ENSSSCG00000023489, ENSSSCG00000011877, ENSSSCG00000009921, ENSSSCG00000005163, ENSSSCG00000010453, ENSSSCG00000010452	758	117	11564	2.7382450443136457	0.1581982173591362	0.015533608024368761	0.11622833332618487
GOTERM_BP_DIRECT	GO:0071346~cellular response to interferon-gamma	10	0.9345794392523363	8.62816326028889E-5	ENSSSCG00000017721, ENSSSCG00000017723, ENSSSCG00000017705, ENSSSCG00000013894, ENSSSCG00000017698, ENSSSCG00000017755, ENSSSCG00000016254, ENSSSCG00000017702, ENSSSCG00000017700, ENSSSCG00000029852	758	30	11564	5.085312225153913	0.20281748809945488	0.018712017461948283	0.15295693914731956
KEGG_PATHWAY	ssc05133:Pertussis	15	1.4018691588785046	1.1820718644637627E-4	ENSSSCG00000005512, ENSSSCG00000013181, ENSSSCG00000017755, ENSSSCG00000014277, ENSSSCG00000001556, ENSSSCG00000001422, ENSSSCG00000001404, ENSSSCG00000011730, ENSSSCG00000000293, ENSSSCG00000011251, ENSSSCG00000013291, ENSSSCG00000015783, ENSSSCG00000014216, ENSSSCG00000028711, ENSSSCG00000008953	434	73	7030	3.3283883593207504	0.029924177079983294	0.001320042870740168	0.15411968662234488
GOTERM_BP_DIRECT	GO:0050729~positive regulation of inflammatory response	10	0.9345794392523363	1.947434784245194E-4	ENSSSCG00000017721, ENSSSCG00000017723, ENSSSCG00000017705, ENSSSCG00000017698, ENSSSCG00000015487, ENSSSCG00000009002, ENSSSCG00000017702, ENSSSCG00000027877, ENSSSCG00000017700, ENSSSCG00000029852	758	33	11564	4.623011113776285	0.4004889896568671	0.03859257005147343	0.3449209682956367
KEGG_PATHWAY	ssc04622:RIG-I-like receptor signaling pathway	14	1.3084112149532712	2.130452541506204E-4	ENSSSCG00000030408, ENSSSCG00000017416, ENSSSCG00000001556, ENSSSCG00000021504, ENSSSCG00000008977, ENSSSCG00000001404, ENSSSCG00000011730, ENSSSCG00000026940, ENSSSCG00000013291, ENSSSCG00000005838, ENSSSCG00000001009, ENSSSCG00000005163, ENSSSCG00000001952, ENSSSCG00000008953	434	68	7030	3.334914611005692	0.05328621376259812	0.002279001770580158	0.27761188464301423
KEGG_PATHWAY	ssc04672:Intestinal immune network for IgA production	11	1.0280373831775702	2.1540442567930638E-4	ENSSSCG00000001453, ENSSSCG00000001470, ENSSSCG00000001469, ENSSSCG00000009542, ENSSSCG00000001457, ENSSSCG00000001456, ENSSSCG00000022246, ENSSSCG00000009051, ENSSSCG00000011899, ENSSSCG00000007440, ENSSSCG00000011877	434	43	7030	4.143714500053585	0.05386016197859167	0.0022121456128927353	0.28068205163943594
GOTERM_BP_DIRECT	GO:0060326~cell chemotaxis	12	1.1214953271028036	2.579814770886949E-4	ENSSSCG00000017721, ENSSSCG00000008977, ENSSSCG00000003471, ENSSSCG00000015403, ENSSSCG00000028525, ENSSSCG00000017705, ENSSSCG00000008978, ENSSSCG00000017698, ENSSSCG00000016254, ENSSSCG00000008959, ENSSSCG00000017702, ENSSSCG00000017700	758	49	11564	3.736147757255937	0.4922696475587779	0.047261325776601804	0.4566836150440401
KEGG_PATHWAY	ssc05142:Chagas disease (American trypanosomiasis)	18	1.6822429906542056	2.592378335851543E-4	ENSSSCG00000002385, ENSSSCG00000017723, ENSSSCG00000017755, ENSSSCG00000017705, ENSSSCG00000010448, ENSSSCG00000009002, ENSSSCG00000013034, ENSSSCG00000001556, ENSSSCG00000017700, ENSSSCG00000001404, ENSSSCG00000011730, ENSSSCG00000011251, ENSSSCG00000013291, ENSSSCG00000005163, ENSSSCG00000001952, ENSSSCG00000003395, ENSSSCG00000008953, ENSSSCG00000016101	434	107	7030	2.7249235539859598	0.0644612949476	0.0025595173152103134	0.33770988243517763
GOTERM_BP_DIRECT	GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling	18	1.6822429906542056	2.748569772876001E-4	ENSSSCG00000016512, ENSSSCG00000004241, ENSSSCG00000007440, ENSSSCG00000004110, ENSSSCG00000011357, ENSSSCG00000008388, ENSSSCG00000013639, ENSSSCG00000026940, ENSSSCG00000020906, ENSSSCG00000011251, ENSSSCG00000013291, ENSSSCG00000001252, ENSSSCG00000004421, ENSSSCG00000014216, ENSSSCG00000001009, ENSSSCG00000024592, ENSSSCG00000028711, ENSSSCG00000016101	758	101	11564	2.7188798035476367	0.5142924220648741	0.04700272543271433	0.4864882565286943
KEGG_PATHWAY	ssc05321:Inflammatory bowel disease (IBD)	13	1.2149532710280373	2.808046040328609E-4	ENSSSCG00000001469, ENSSSCG00000002385, ENSSSCG00000013894, ENSSSCG00000009002, ENSSSCG00000016059, ENSSSCG00000017403, ENSSSCG00000007816, ENSSSCG00000001453, ENSSSCG00000001470, ENSSSCG00000001404, ENSSSCG00000011730, ENSSSCG00000001457, ENSSSCG00000001456	434	61	7030	3.4520661781370396	0.06963371684173503	0.0026696492986294507	0.365757475243067
INTERPRO	IPR007110:Immunoglobulin-like domain	42	3.925233644859813	3.099033237093497E-4	ENSSSCG00000006736, ENSSSCG00000015124, ENSSSCG00000013286, ENSSSCG00000010276, ENSSSCG00000023796, ENSSSCG00000001469, ENSSSCG00000006731, ENSSSCG00000022246, ENSSSCG00000006348, ENSSSCG00000027354, ENSSSCG00000000704, ENSSSCG00000017062, ENSSSCG00000028875, ENSSSCG00000006350, ENSSSCG00000024161, ENSSSCG00000003079, ENSSSCG00000004682, ENSSSCG00000001470, ENSSSCG00000001229, ENSSSCG00000003811, ENSSSCG00000015398, ENSSSCG00000015399, ENSSSCG00000006862, ENSSSCG00000010704, ENSSSCG00000001507, ENSSSCG00000021576, ENSSSCG00000005699, ENSSSCG00000012001, ENSSSCG00000021206, ENSSSCG00000004687, ENSSSCG00000001398, ENSSSCG00000009709, ENSSSCG00000013655, ENSSSCG00000001453, ENSSSCG00000029395, ENSSSCG00000011400, ENSSSCG00000001457, ENSSSCG00000005211, ENSSSCG00000001456, ENSSSCG00000011899, ENSSSCG00000011877, ENSSSCG00000001231	952	369	15036	1.7977044476327118	0.3677169063106859	0.08760622422834263	0.5127978545532264
GOTERM_BP_DIRECT	GO:0042102~positive regulation of T cell proliferation	10	0.9345794392523363	3.167943352194318E-4	ENSSSCG00000008144, ENSSSCG00000011730, ENSSSCG00000017705, ENSSSCG00000006731, ENSSSCG00000009051, ENSSSCG00000013291, ENSSSCG00000011877, ENSSSCG00000013888, ENSSSCG00000028875, ENSSSCG00000006862	758	35	11564	4.358839050131927	0.564974473304322	0.050691933173042325	0.5605194017780701
KEGG_PATHWAY	ssc04062:Chemokine signaling pathway	24	2.2429906542056073	3.5892734017984327E-4	ENSSSCG00000017721, ENSSSCG00000017466, ENSSSCG00000012034, ENSSSCG00000000396, ENSSSCG00000015324, ENSSSCG00000017723, ENSSSCG00000017705, ENSSSCG00000013034, ENSSSCG00000017702, ENSSSCG00000017700, ENSSSCG00000017403, ENSSSCG00000024759, ENSSSCG00000013888, ENSSSCG00000008977, ENSSSCG00000008978, ENSSSCG00000017698, ENSSSCG00000008959, ENSSSCG00000016254, ENSSSCG00000023489, ENSSSCG00000006851, ENSSSCG00000001952, ENSSSCG00000003395, ENSSSCG00000011675, ENSSSCG00000008953	434	173	7030	2.2471431235182866	0.0881327738734059	0.003289608944299194	0.46729511563131654
KEGG_PATHWAY	ssc05150:Staphylococcus aureus infection	11	1.0280373831775702	3.877326758606052E-4	ENSSSCG00000005512, ENSSSCG00000006350, ENSSSCG00000013655, ENSSSCG00000001453, ENSSSCG00000001422, ENSSSCG00000001470, ENSSSCG00000001469, ENSSSCG00000001457, ENSSSCG00000020694, ENSSSCG00000001456, ENSSSCG00000013418	434	46	7030	3.8734722500500904	0.09486087783514419	0.0034308810639424037	0.5047098548295881
KEGG_PATHWAY	ssc05202:Transcriptional misregulation in cancer	22	2.0560747663551404	4.55179877498017E-4	ENSSSCG00000017466, ENSSSCG00000013316, ENSSSCG00000013307, ENSSSCG00000025182, ENSSSCG00000016999, ENSSSCG00000000488, ENSSSCG00000011810, ENSSSCG00000007440, ENSSSCG00000001561, ENSSSCG00000013237, ENSSSCG00000012238, ENSSSCG00000008388, ENSSSCG00000024152, ENSSSCG00000005385, ENSSSCG00000022111, ENSSSCG00000005087, ENSSSCG00000014986, ENSSSCG00000001912, ENSSSCG00000011877, ENSSSCG00000024591, ENSSSCG00000010312, ENSSSCG00000008953	434	154	7030	2.314022383146807	0.11042179925958162	0.003892665868626577	0.5922650305819621
INTERPRO	IPR008266:Tyrosine-protein kinase, active site	14	1.3084112149532712	5.179941463384864E-4	ENSSSCG00000017497, ENSSSCG00000008820, ENSSSCG00000003471, ENSSSCG00000004336, ENSSSCG00000013564, ENSSSCG00000024674, ENSSSCG00000013888, ENSSSCG00000026803, ENSSSCG00000001869, ENSSSCG00000022493, ENSSSCG00000026978, ENSSSCG00000003811, ENSSSCG00000004421, ENSSSCG00000016459	952	72	15036	3.0710784313725488	0.5352761087890034	0.11989902931972651	0.8557384773422605
INTERPRO	IPR000980:SH2 domain	16	1.4953271028037385	6.963752638571446E-4	ENSSSCG00000008820, ENSSSCG00000000396, ENSSSCG00000008144, ENSSSCG00000024674, ENSSSCG00000016059, ENSSSCG00000013853, ENSSSCG00000010504, ENSSSCG00000004674, ENSSSCG00000013888, ENSSSCG00000017403, ENSSSCG00000026803, ENSSSCG00000027855, ENSSSCG00000002451, ENSSSCG00000009833, ENSSSCG00000011414, ENSSSCG00000004421	952	93	15036	2.7172675521821628	0.6430993380776987	0.1368660616918922	1.1488319092299526
GOTERM_BP_DIRECT	GO:0007267~cell-cell signaling	14	1.3084112149532712	7.086426061181132E-4	ENSSSCG00000017721, ENSSSCG00000008962, ENSSSCG00000017705, ENSSSCG00000004241, ENSSSCG00000016416, ENSSSCG00000015487, ENSSSCG00000004808, ENSSSCG00000017700, ENSSSCG00000025588, ENSSSCG00000006161, ENSSSCG00000022370, ENSSSCG00000008122, ENSSSCG00000004192, ENSSSCG00000006940	758	72	11564	2.966432131339783	0.8446794206453478	0.10375811703026239	1.2497341325760303
GOTERM_BP_DIRECT	GO:0030855~epithelial cell differentiation	10	0.9345794392523363	7.510742235538481E-4	ENSSSCG00000011904, ENSSSCG00000013316, ENSSSCG00000007501, ENSSSCG00000017759, ENSSSCG00000015073, ENSSSCG00000024975, ENSSSCG00000005055, ENSSSCG00000013300, ENSSSCG00000005087, ENSSSCG00000000015	758	39	11564	3.91177863473378	0.8610739244989203	0.10385790952288254	1.3240952365918712
KEGG_PATHWAY	ssc04630:Jak-STAT signaling pathway	20	1.8691588785046727	8.917823872104863E-4	ENSSSCG00000000396, ENSSSCG00000015085, ENSSSCG00000016832, ENSSSCG00000013894, ENSSSCG00000016851, ENSSSCG00000009051, ENSSSCG00000016059, ENSSSCG00000017403, ENSSSCG00000013888, ENSSSCG00000021504, ENSSSCG00000007816, ENSSSCG00000011730, ENSSSCG00000015654, ENSSSCG00000006161, ENSSSCG00000015653, ENSSSCG00000027855, ENSSSCG00000002002, ENSSSCG00000011414, ENSSSCG00000005163, ENSSSCG00000003395	434	140	7030	2.314022383146807	0.20490233852768047	0.007369175659142524	1.1573128722492165
GOTERM_MF_DIRECT	GO:0004860~protein kinase inhibitor activity	10	0.9345794392523363	9.216733386275727E-4	ENSSSCG00000024938, ENSSSCG00000026082, ENSSSCG00000013286, ENSSSCG00000017823, ENSSSCG00000024009, ENSSSCG00000008832, ENSSSCG00000007079, ENSSSCG00000027855, ENSSSCG00000021460, ENSSSCG00000011414	718	41	11233	3.815816291867654	0.4477924634676178	0.25689332089370764	1.3656446392178556
KEGG_PATHWAY	ssc05169:Epstein-Barr virus infection	24	2.2429906542056073	0.0011654529816665306	ENSSSCG00000025181, ENSSSCG00000004154, ENSSSCG00000001703, ENSSSCG00000015085, ENSSSCG00000030408, ENSSSCG00000000488, ENSSSCG00000022387, ENSSSCG00000007440, ENSSSCG00000004110, ENSSSCG00000001556, ENSSSCG00000001398, ENSSSCG00000013237, ENSSSCG00000017403, ENSSSCG00000013888, ENSSSCG00000017254, ENSSSCG00000024161, ENSSSCG00000013655, ENSSSCG00000022111, ENSSSCG00000013291, ENSSSCG00000005838, ENSSSCG00000001009, ENSSSCG00000001952, ENSSSCG00000003395, ENSSSCG00000001231	434	188	7030	2.0678497891950194	0.2589566038398319	0.0093217831167407	1.5099817631675228
INTERPRO	IPR009030:Insulin-like growth factor binding protein, N-terminal	15	1.4018691588785046	0.0011905846801910924	ENSSSCG00000007067, ENSSSCG00000017497, ENSSSCG00000003471, ENSSSCG00000004755, ENSSSCG00000030900, ENSSSCG00000005699, ENSSSCG00000004658, ENSSSCG00000002555, ENSSSCG00000000261, ENSSSCG00000005455, ENSSSCG00000009565, ENSSSCG00000002444, ENSSSCG00000017472, ENSSSCG00000004192, ENSSSCG00000006940	952	88	15036	2.692179144385027	0.8282857996376971	0.19767416554616557	1.9566076890000117
GOTERM_BP_DIRECT	GO:0070374~positive regulation of ERK1 and ERK2 cascade	17	1.588785046728972	0.0012595257202249878	ENSSSCG00000017721, ENSSSCG00000028525, ENSSSCG00000017723, ENSSSCG00000017705, ENSSSCG00000009517, ENSSSCG00000017702, ENSSSCG00000003140, ENSSSCG00000017700, ENSSSCG00000015476, ENSSSCG00000028875, ENSSSCG00000013655, ENSSSCG00000017698, ENSSSCG00000016322, ENSSSCG00000009565, ENSSSCG00000016254, ENSSSCG00000011102, ENSSSCG00000004192	758	105	11564	2.4700087950747585	0.9635152006533139	0.159917994562489	2.211052556445403
KEGG_PATHWAY	ssc05205:Proteoglycans in cancer	24	2.2429906542056073	0.0013459053228383534	ENSSSCG00000017497, ENSSSCG00000012034, ENSSSCG00000015403, ENSSSCG00000016364, ENSSSCG00000024671, ENSSSCG00000004789, ENSSSCG00000000488, ENSSSCG00000003065, ENSSSCG00000010448, ENSSSCG00000009002, ENSSSCG00000001556, ENSSSCG00000029852, ENSSSCG00000017403, ENSSSCG00000000155, ENSSSCG00000001404, ENSSSCG00000016140, ENSSSCG00000000293, ENSSSCG00000007401, ENSSSCG00000022111, ENSSSCG00000015783, ENSSSCG00000009679, ENSSSCG00000003395, ENSSSCG00000010312, ENSSSCG00000016635	434	190	7030	2.046082949308756	0.2925799432180577	0.010433991845410606	1.7418878062242849
UP_KEYWORDS	Secreted	55	5.14018691588785	0.0016051218153344156	ENSSSCG00000005593, ENSSSCG00000000606, ENSSSCG00000024671, ENSSSCG00000021504, ENSSSCG00000013418, ENSSSCG00000029852, ENSSSCG00000015476, ENSSSCG00000000647, ENSSSCG00000007501, ENSSSCG00000000155, ENSSSCG00000004682, ENSSSCG00000001404, ENSSSCG00000007401, ENSSSCG00000006161, ENSSSCG00000007045, ENSSSCG00000023489, ENSSSCG00000015068, ENSSSCG00000017721, ENSSSCG00000017723, ENSSSCG00000009051, ENSSSCG00000004808, ENSSSCG00000004687, ENSSSCG00000012277, ENSSSCG00000008977, ENSSSCG00000023693, ENSSSCG00000011730, ENSSSCG00000029587, ENSSSCG00000008978, ENSSSCG00000017698, ENSSSCG00000014985, ENSSSCG00000009882, ENSSSCG00000005512, ENSSSCG00000002385, ENSSSCG00000013901, ENSSSCG00000000442, ENSSSCG00000004658, ENSSSCG00000021865, ENSSSCG00000017472, ENSSSCG00000005163, ENSSSCG00000014232, ENSSSCG00000006940, ENSSSCG00000001050, ENSSSCG00000017705, ENSSSCG00000017702, ENSSSCG00000017700, ENSSSCG00000015435, ENSSSCG00000003423, ENSSSCG00000011895, ENSSSCG00000016018, ENSSSCG00000016254, ENSSSCG00000008959, ENSSSCG00000011404, ENSSSCG00000010312, ENSSSCG00000004192, ENSSSCG00000008953	1002	574	16059	1.535682989421853	0.353992329708111	0.060512304799599126	2.092353140044134
INTERPRO	IPR020635:Tyrosine-protein kinase, catalytic domain	12	1.1214953271028036	0.0018140692337654408	ENSSSCG00000026803, ENSSSCG00000017497, ENSSSCG00000008820, ENSSSCG00000003471, ENSSSCG00000004336, ENSSSCG00000026978, ENSSSCG00000013564, ENSSSCG00000022493, ENSSSCG00000024674, ENSSSCG00000004421, ENSSSCG00000016459, ENSSSCG00000013888	952	63	15036	3.008403361344538	0.9318091525919063	0.25798273618257195	2.966833449463735
UP_KEYWORDS	Innate immunity	11	1.0280373831775702	0.0019000770065546087	ENSSSCG00000005512, ENSSSCG00000024867, ENSSSCG00000012077, ENSSSCG00000011251, ENSSSCG00000030408, ENSSSCG00000014277, ENSSSCG00000008648, ENSSSCG00000009002, ENSSSCG00000009882, ENSSSCG00000027877, ENSSSCG00000013418	1002	55	16059	3.205389221556886	0.40387956991420204	0.06261769565752495	2.472412986219552
UP_KEYWORDS	Glycoprotein	43	4.018691588785047	0.002159674755115779	ENSSSCG00000015124, ENSSSCG00000009490, ENSSSCG00000021059, ENSSSCG00000016364, ENSSSCG00000005593, ENSSSCG00000002385, ENSSSCG00000024393, ENSSSCG00000013901, ENSSSCG00000004658, ENSSSCG00000015476, ENSSSCG00000000647, ENSSSCG00000021865, ENSSSCG00000006987, ENSSSCG00000001404, ENSSSCG00000007401, ENSSSCG00000006161, ENSSSCG00000021105, ENSSSCG00000017472, ENSSSCG00000006286, ENSSSCG00000008925, ENSSSCG00000004366, ENSSSCG00000001050, ENSSSCG00000010991, ENSSSCG00000009132, ENSSSCG00000009051, ENSSSCG00000010448, ENSSSCG00000007440, ENSSSCG00000030900, ENSSSCG00000009031, ENSSSCG00000026724, ENSSSCG00000012277, ENSSSCG00000023693, ENSSSCG00000011730, ENSSSCG00000013639, ENSSSCG00000001419, ENSSSCG00000001457, ENSSSCG00000020694, ENSSSCG00000001456, ENSSSCG00000014985, ENSSSCG00000011404, ENSSSCG00000000931, ENSSSCG00000015886, ENSSSCG00000010312	1002	426	16059	1.6177433864665036	0.4446000414266571	0.06325179095221578	2.805785164450192
KEGG_PATHWAY	ssc05161:Hepatitis B	20	1.8691588785046727	0.0022081338399654125	ENSSSCG00000000396, ENSSSCG00000001079, ENSSSCG00000002385, ENSSSCG00000030408, ENSSSCG00000010448, ENSSSCG00000009002, ENSSSCG00000016059, ENSSSCG00000016138, ENSSSCG00000017403, ENSSSCG00000021504, ENSSSCG00000001404, ENSSSCG00000026940, ENSSSCG00000011251, ENSSSCG00000022111, ENSSSCG00000015783, ENSSSCG00000014216, ENSSSCG00000005163, ENSSSCG00000001952, ENSSSCG00000003395, ENSSSCG00000008953	434	151	7030	2.145451216162603	0.43340916554425657	0.016570522199992888	2.8430259101386857
GOTERM_BP_DIRECT	GO:0042981~regulation of apoptotic process	17	1.588785046728972	0.0022765915975561683	ENSSSCG00000012318, ENSSSCG00000002385, ENSSSCG00000000623, ENSSSCG00000007440, ENSSSCG00000000442, ENSSSCG00000021865, ENSSSCG00000007501, ENSSSCG00000016991, ENSSSCG00000021443, ENSSSCG00000026940, ENSSSCG00000013291, ENSSSCG00000005838, ENSSSCG00000004421, ENSSSCG00000014997, ENSSSCG00000015235, ENSSSCG00000028711, ENSSSCG00000016101	758	111	11564	2.3364948061517983	0.9974898786377558	0.25871581283991374	3.9627246833424667
GOTERM_BP_DIRECT	GO:0035556~intracellular signal transduction	28	2.6168224299065423	0.0023891748959979633	ENSSSCG00000027243, ENSSSCG00000024938, ENSSSCG00000008820, ENSSSCG00000017498, ENSSSCG00000030460, ENSSSCG00000000370, ENSSSCG00000005998, ENSSSCG00000012132, ENSSSCG00000011145, ENSSSCG00000016873, ENSSSCG00000013034, ENSSSCG00000010504, ENSSSCG00000011295, ENSSSCG00000027550, ENSSSCG00000013888, ENSSSCG00000026724, ENSSSCG00000013931, ENSSSCG00000004507, ENSSSCG00000008348, ENSSSCG00000021443, ENSSSCG00000020719, ENSSSCG00000027855, ENSSSCG00000009833, ENSSSCG00000020674, ENSSSCG00000011414, ENSSSCG00000014039, ENSSSCG00000017325, ENSSSCG00000009874	758	231	11564	1.849204445510514	0.9981338393353858	0.25861261518820133	4.154793978790893
GOTERM_BP_DIRECT	GO:0051092~positive regulation of NF-kappaB transcription factor activity	13	1.2149532710280373	0.002589579228649812	ENSSSCG00000001404, ENSSSCG00000005374, ENSSSCG00000020719, ENSSSCG00000015487, ENSSSCG00000013291, ENSSSCG00000007440, ENSSSCG00000009002, ENSSSCG00000005838, ENSSSCG00000004808, ENSSSCG00000001009, ENSSSCG00000029852, ENSSSCG00000000186, ENSSSCG00000001951	758	73	11564	2.7168106408356523	0.9988991229474206	0.2662745509931954	4.495791097317614
